,text,emotion_label,stress_label
8531,ngerasa sendirian akhir akhir ini sumpah di kantor sendiri,sad,0.73
8532,rasanya kosong aja hari ini jujur aja tadi pagi sama dia,sad,0.62
8533,akhirnya lolos interview kerja serius di kantor sama keluarga,happy,0.12
8534,cemas mikirin masa depan sumpah waktu malam sendiri,anxious,0.82
8535,makasih ya udah bikin hariku lebih baik dan kepikiran terus di kampus sendiri,happy,0.11
8536,rasanya pengen marah terus hari ini di kampus sama dia,angry,0.8
8537,rasanya pengen marah terus serius di kantor sama keluarga,angry,0.93
8538,makan favorit hari ini bikin bahagia sih pas perjalanan sama keluarga,happy,0.24
8539,hari ini ga ada hal spesial hari ini bareng temen sama keluarga,neutral,0.35
8540,akhir akhir ini overthinking terus sumpah di kantor sendiri,anxious,0.93
8541,malam ini kepikiran terus jadi sedih jujur aja pas perjalanan sama temen kantor,sad,0.84
8542,cemas mikirin masa depan hari ini waktu malam sama dia,anxious,0.71
8543,geram banget sama pelayanan tadi wkwk tadi pagi sama temen kantor,angry,0.87
8544,rasanya kosong aja hari ini padahal udah coba santai bareng temen,sad,0.63
8545,seneng banget hari ini ketemu temen lama hari ini di kampus sama keluarga,happy,0.29
8546,capek sama keadaan sekarang hari ini di kantor,sad,0.68
8547,kenapa sih harus bikin masalah terus padahal udah coba santai di kantor sendiri,angry,0.78
8548,masih susah move on dari kejadian itu banget waktu malam sendiri,sad,0.63
8549,capek ngadepin orang yang egois wkwk di kampus sama keluarga,angry,0.78
8550,seneng banget hari ini ketemu temen lama sumpah di kantor sama keluarga,happy,0.07
8551,habis beresin kamar dan lanjut kerja dari tadi kepikiran tadi pagi sama dia,neutral,0.36
8552,akhirnya tugas selesai juga lega banget sih,happy,0.18
8553,capek ngadepin orang yang egois hari ini waktu malam sama dia,angry,0.71
8554,capek sih tapi puas hasilnya bagus padahal udah coba santai sama dia,happy,0.14
8555,malam ini kepikiran terus jadi sedih sih pas perjalanan sama temen kantor,sad,0.6
8556,lagi duduk sambil denger musik tapi yaudahlah di rumah sama temen kantor,neutral,0.37
8557,senyum sendiri pas inget kejadian tadi sih bareng temen sama temen kantor,happy,0.24
8558,masih susah move on dari kejadian itu agak random sih pas perjalanan sendiri,sad,0.84
8559,marah banget karena kerjaan berantakan,angry,0.86
8560,akhirnya tugas selesai juga lega banget dari tadi kepikiran tadi pagi sama temen kantor,happy,0.25
8561,tadi pagi pergi sebentar ke minimarket dan kepikiran terus di kampus sama keluarga,neutral,0.41
8562,khawatir sama kondisi sekarang banget tadi pagi sendiri,anxious,0.72
8563,kesel banget sama orang yang ga tepat waktu sumpah pas perjalanan sama dia,angry,0.74
8564,hari ini biasa aja seperti biasanya serius sama dia,neutral,0.37
8565,akhir akhir ini overthinking terus jujur aja pas perjalanan sendiri,anxious,0.79
8566,rasanya sedih banget akhir akhir ini padahal udah coba santai di kampus,sad,0.81
8567,ngerasa sendirian akhir akhir ini wkwk waktu malam sama dia,sad,0.71
8568,takut gagal di presentasi besok serius tadi pagi sama dia,anxious,0.94
8569,kesal banget hari ini banget waktu malam sama dia,angry,0.72
8570,hari ini biasa aja seperti biasanya padahal udah coba santai pas perjalanan sama temen kantor,neutral,0.42
8571,tadi pagi pergi sebentar ke minimarket sumpah di kantor sama keluarga,neutral,0.37
8572,lagi baca berita sambil santai wkwk di kantor,neutral,0.42
8573,udah sabar tapi masih dibohongin sih waktu malam sama dia,angry,0.92
8574,deg degan nunggu hasil pengumuman banget asli sama dia,anxious,0.8
8575,khawatir sama kondisi sekarang wkwk pas perjalanan sama temen kantor,anxious,0.88
8576,ngerasa sendirian akhir akhir ini hari ini di kampus sama dia,sad,0.63
8577,rasanya kosong aja hari ini pas perjalanan sama keluarga,sad,0.56
8578,khawatir sama kondisi sekarang dan kepikiran terus di rumah sama dia,anxious,0.8
8579,capek ngadepin orang yang egois jujur aja tadi pagi sendiri,angry,0.66
8580,akhirnya tugas selesai juga lega banget tapi yaudahlah di rumah sama temen kantor,happy,0.28
8581,dapat kabar baik dari keluarga tadi pagi tapi yaudahlah bareng temen sama dia,happy,0.24
8582,besok ada jadwal meeting rutin padahal udah coba santai di kantor sendiri,neutral,0.3
8583,masih susah move on dari kejadian itu banget asli sendiri,sad,0.62
8584,cemas mikirin masa depan dan kepikiran terus di rumah sama temen kantor,anxious,0.97
8585,orang itu bikin emosi banget wkwk bareng temen,angry,0.67
8586,capek sama keadaan sekarang tapi yaudahlah tadi pagi,sad,0.63
8587,seneng banget hari ini ketemu temen lama hari ini bareng temen sama dia,happy,0.18
8588,senyum sendiri pas inget kejadian tadi agak random sih tadi pagi,happy,0.05
8589,rasanya pengen marah terus sih di rumah,angry,0.81
8590,rasanya kosong aja hari ini banget tadi pagi,sad,0.7
8591,makan favorit hari ini bikin bahagia banget bareng temen sendiri,happy,0.08
8592,besok ada jadwal meeting rutin sih sama temen kantor,neutral,0.31
8593,geram banget sama pelayanan tadi wkwk pas perjalanan sama dia,angry,0.75
8594,lagi duduk sambil denger musik banget bareng temen sendiri,neutral,0.4
8595,hari ini berat banget dijalanin dari tadi kepikiran bareng temen,sad,0.68
8596,emosi lihat komentar orang tadi tapi yaudahlah di kampus,angry,0.94
8597,rasanya sedih banget akhir akhir ini di kantor,sad,0.6
8598,rasanya pengen marah terus hari ini tadi pagi sama dia,angry,0.84
8599,bingung dan takut ambil keputusan tapi yaudahlah pas perjalanan sama keluarga,anxious,0.76
8600,tadi pagi pergi sebentar ke minimarket sumpah sama dia,neutral,0.32
8601,deg degan nunggu hasil pengumuman hari ini di kampus sama dia,anxious,0.92
8602,akhir minggu ini seru banget banget asli di kampus,happy,0.29
8603,kepikiran banyak hal sampai susah tidur hari ini bareng temen sendiri,anxious,0.91
8604,masih susah move on dari kejadian itu di kampus sama temen kantor,sad,0.78
8605,akhirnya tugas selesai juga lega banget wkwk pas perjalanan sendiri,happy,0.17
8606,kehilangan semangat buat ngapa ngapain dari tadi kepikiran di kantor sendiri,sad,0.79
8607,kecewa banget sama hasilnya dan kepikiran terus di kampus,sad,0.69
8608,hari ini produktif dan mood bagus tapi yaudahlah di kantor sama temen kantor,happy,0.09
8609,masih susah move on dari kejadian itu sih tadi pagi sama dia,sad,0.56
8610,cemas mikirin masa depan dari tadi kepikiran di kampus sama keluarga,anxious,0.8
8611,hari ini berat banget dijalanin sendiri,sad,0.62
8612,makasih ya udah bikin hariku lebih baik tadi pagi sama temen kantor,happy,0.16
8613,aku cuma pengen istirahat sebentar jujur aja,sad,0.73
8614,kecewa banget sama hasilnya dari tadi kepikiran di kampus sama keluarga,sad,0.67
8615,cemas mikirin masa depan wkwk pas perjalanan sama keluarga,anxious,0.93
8616,ngerasa sendirian akhir akhir ini tapi yaudahlah bareng temen sama dia,sad,0.57
8617,habis beresin kamar dan lanjut kerja sih di kantor sama temen kantor,neutral,0.3
8618,cuaca hari ini lumayan panas hari ini di kampus sama temen kantor,neutral,0.25
8619,lagi duduk sambil denger musik dari tadi kepikiran pas perjalanan,neutral,0.22
8620,rasanya sedih banget akhir akhir ini jujur aja di rumah,sad,0.85
8621,rasanya pengen marah terus jujur aja di kantor,angry,0.73
8622,akhirnya tugas selesai juga lega banget wkwk sama temen kantor,happy,0.26
8623,rasanya pengen marah terus hari ini sama dia,angry,0.77
8624,emosi lihat komentar orang tadi tapi yaudahlah waktu malam sama keluarga,angry,0.76
8625,bingung dan takut ambil keputusan agak random sih,anxious,0.73
8626,lagi duduk sambil denger musik agak random sih di rumah sama keluarga,neutral,0.35
8627,takut kalau hasilnya jelek banget waktu malam sama temen kantor,anxious,0.92
8628,takut gagal di presentasi besok hari ini di kantor sama dia,anxious,0.85
8629,seneng banget hari ini ketemu temen lama padahal udah coba santai di kantor sama dia,happy,0.08
8630,capek sama keadaan sekarang banget asli di kantor sama keluarga,sad,0.79
8631,masih susah move on dari kejadian itu dan kepikiran terus sama temen kantor,sad,0.81
8632,sekarang lagi nonton youtube padahal udah coba santai tadi pagi sama keluarga,neutral,0.22
8633,geram banget sama pelayanan tadi hari ini di kampus sama dia,angry,0.7
8634,akhirnya tugas selesai juga lega banget serius tadi pagi sama keluarga,happy,0.26
8635,habis beresin kamar dan lanjut kerja dan kepikiran terus di kantor,neutral,0.38
8636,malam ini kepikiran terus jadi sedih dan kepikiran terus di rumah sama dia,sad,0.81
8637,rasanya gugup terus hari ini dari tadi kepikiran pas perjalanan sama temen kantor,anxious,0.81
8638,baru selesai makan siang tadi padahal udah coba santai,neutral,0.4
8639,kesal banget hari ini agak random sih di kantor sama keluarga,angry,0.67
8640,khawatir sama kondisi sekarang hari ini tadi pagi,anxious,0.92
8641,akhir minggu ini seru banget padahal udah coba santai di rumah sama dia,happy,0.15
8642,dapat kabar baik dari keluarga tadi pagi tapi yaudahlah bareng temen sama temen kantor,happy,0.18
8643,ngerasa sendirian akhir akhir ini jujur aja di kantor,sad,0.64
8644,kehilangan semangat buat ngapa ngapain banget sendiri,sad,0.68
8645,geram banget sama pelayanan tadi sih di kantor,angry,0.69
8646,capek ngadepin orang yang egois banget asli waktu malam sama dia,angry,0.95
8647,capek sama keadaan sekarang dari tadi kepikiran di kantor sendiri,sad,0.66
8648,orang itu bikin emosi banget hari ini sama dia,angry,0.8
8649,cemas mikirin masa depan hari ini waktu malam sama dia,anxious,0.85
8650,hari ini berat banget dijalanin agak random sih di kantor sama temen kantor,sad,0.55
8651,hari ini ga ada hal spesial tapi yaudahlah sendiri,neutral,0.36
8652,sekarang lagi nonton youtube tapi yaudahlah waktu malam,neutral,0.25
8653,aku cuma pengen istirahat sebentar banget tadi pagi sama keluarga,sad,0.84
8654,seneng banget hari ini ketemu temen lama serius waktu malam sendiri,happy,0.23
8655,anxious banget sebelum meeting tadi dan kepikiran terus di kampus sama temen kantor,anxious,0.7
8656,rasanya sedih banget akhir akhir ini tapi yaudahlah di kampus sama temen kantor,sad,0.69
8657,senyum sendiri pas inget kejadian tadi tapi yaudahlah di rumah sama temen kantor,happy,0.27
8658,hari ini produktif dan mood bagus serius tadi pagi sama dia,happy,0.05
8659,rasanya kosong aja hari ini sih pas perjalanan sama temen kantor,sad,0.74
8660,besok ada jadwal meeting rutin jujur aja bareng temen sama keluarga,neutral,0.27
8661,kecewa banget sama hasilnya sih tadi pagi sendiri,sad,0.66
8662,senyum sendiri pas inget kejadian tadi jujur aja di rumah sama temen kantor,happy,0.06
8663,cemas mikirin masa depan jujur aja sendiri,anxious,0.89
8664,makasih ya udah bikin hariku lebih baik sumpah tadi pagi,happy,0.26
8665,lagi duduk sambil denger musik wkwk di rumah sama dia,neutral,0.42
8666,senyum sendiri pas inget kejadian tadi banget waktu malam sama dia,happy,0.07
8667,ngerasa sendirian akhir akhir ini tapi yaudahlah bareng temen sendiri,sad,0.74
8668,lagi duduk sambil denger musik dan kepikiran terus di kampus sama temen kantor,neutral,0.22
8669,akhirnya lolos interview kerja sumpah tadi pagi sama dia,happy,0.1
8670,kenapa sih harus bikin masalah terus serius bareng temen sama keluarga,angry,0.85
8671,tadi pagi pergi sebentar ke minimarket sih,neutral,0.33
8672,kepikiran banyak hal sampai susah tidur padahal udah coba santai pas perjalanan sama dia,anxious,0.72
8673,bingung dan takut ambil keputusan banget di rumah sama temen kantor,anxious,0.75
8674,kesal banget hari ini hari ini di kantor sama temen kantor,angry,0.92
8675,emosi lihat komentar orang tadi tapi yaudahlah di rumah sama keluarga,angry,0.79
8676,bingung dan takut ambil keputusan tapi yaudahlah sama keluarga,anxious,0.86
8677,kesal banget hari ini sumpah bareng temen sendiri,angry,0.8
8678,hari ini produktif dan mood bagus serius di kampus sama dia,happy,0.29
8679,kehilangan semangat buat ngapa ngapain sih di rumah sama temen kantor,sad,0.68
8680,capek sih tapi puas hasilnya bagus hari ini di kampus sama temen kantor,happy,0.16
8681,makasih ya udah bikin hariku lebih baik wkwk waktu malam sama keluarga,happy,0.1
8682,tadi pagi pergi sebentar ke minimarket sumpah tadi pagi sendiri,neutral,0.42
8683,capek ngadepin orang yang egois dan kepikiran terus tadi pagi,angry,0.82
8684,capek sih tapi puas hasilnya bagus wkwk sama keluarga,happy,0.16
8685,sekarang lagi nonton youtube dan kepikiran terus sama keluarga,neutral,0.39
8686,anxious banget sebelum meeting tadi padahal udah coba santai tadi pagi sama temen kantor,anxious,0.75
8687,rasanya kosong aja hari ini jujur aja di kampus sendiri,sad,0.79
8688,dapat kabar baik dari keluarga tadi pagi sih di kampus sama dia,happy,0.27
8689,orang itu bikin emosi banget sumpah di kantor,angry,0.94
8690,malam ini kepikiran terus jadi sedih,sad,0.82
8691,tadi pagi pergi sebentar ke minimarket dan kepikiran terus di kampus,neutral,0.38
8692,akhirnya lolos interview kerja jujur aja tadi pagi sama keluarga,happy,0.23
8693,hari ini berat banget dijalanin dari tadi kepikiran,sad,0.8
8694,rasanya pengen marah terus dari tadi kepikiran bareng temen,angry,0.71
8695,cemas mikirin masa depan hari ini di rumah,anxious,0.93
8696,emosi lihat komentar orang tadi tapi yaudahlah di kampus sama temen kantor,angry,0.67
8697,deg degan nunggu hasil pengumuman banget asli pas perjalanan sama dia,anxious,0.95
8698,takut kalau hasilnya jelek padahal udah coba santai tadi pagi sama keluarga,anxious,0.92
8699,rasanya gugup terus hari ini banget asli tadi pagi sama keluarga,anxious,0.96
8700,baru selesai makan siang tadi padahal udah coba santai sama temen kantor,neutral,0.21
8701,kenapa sih harus bikin masalah terus padahal udah coba santai pas perjalanan sendiri,angry,0.72
8702,capek ngadepin orang yang egois hari ini pas perjalanan sama temen kantor,angry,0.74
8703,baru selesai makan siang tadi padahal udah coba santai pas perjalanan sendiri,neutral,0.37
8704,kepikiran banyak hal sampai susah tidur jujur aja tadi pagi sendiri,anxious,0.72
8705,takut gagal di presentasi besok sumpah bareng temen,anxious,0.74
8706,hari ini produktif dan mood bagus sih di rumah sendiri,happy,0.25
8707,makan favorit hari ini bikin bahagia hari ini sama dia,happy,0.25
8708,besok ada jadwal meeting rutin jujur aja di kantor sama dia,neutral,0.26
8709,aku cuma pengen istirahat sebentar padahal udah coba santai di rumah sama dia,sad,0.81
8710,senyum sendiri pas inget kejadian tadi agak random sih pas perjalanan,happy,0.25
8711,geram banget sama pelayanan tadi tapi yaudahlah pas perjalanan sama dia,angry,0.67
8712,makasih ya udah bikin hariku lebih baik serius waktu malam sama keluarga,happy,0.27
8713,akhirnya tugas selesai juga lega banget agak random sih di rumah sama dia,happy,0.29
8714,hari ini biasa aja seperti biasanya sama temen kantor,neutral,0.31
8715,hari ini produktif dan mood bagus banget asli di kampus sendiri,happy,0.18
8716,marah banget karena kerjaan berantakan padahal udah coba santai tadi pagi,angry,0.69
8717,kenapa sih harus bikin masalah terus di rumah sendiri,angry,0.72
8718,kepikiran banyak hal sampai susah tidur jujur aja bareng temen sama temen kantor,anxious,0.9
8719,kecewa banget sama hasilnya tapi yaudahlah tadi pagi sendiri,sad,0.72
8720,baru selesai makan siang tadi banget waktu malam sama dia,neutral,0.23
8721,takut gagal di presentasi besok hari ini tadi pagi sama temen kantor,anxious,0.76
8722,hari ini ga ada hal spesial serius tadi pagi sama temen kantor,neutral,0.45
8723,orang itu bikin emosi banget serius di rumah sama dia,angry,0.85
8724,akhir akhir ini overthinking terus hari ini di rumah sama dia,anxious,0.96
8725,akhir minggu ini seru banget serius bareng temen sama keluarga,happy,0.11
8726,tadi pagi pergi sebentar ke minimarket dari tadi kepikiran sama keluarga,neutral,0.37
8727,rasanya sedih banget akhir akhir ini agak random sih tadi pagi,sad,0.67
8728,lagi duduk sambil denger musik jujur aja sama dia,neutral,0.23
8729,kesal banget hari ini hari ini di kampus sendiri,angry,0.66
8730,sekarang lagi nonton youtube sih tadi pagi sama keluarga,neutral,0.44
8731,rasanya pengen marah terus dan kepikiran terus di kantor,angry,0.79
8732,akhir minggu ini seru banget banget pas perjalanan sama temen kantor,happy,0.08
8733,geram banget sama pelayanan tadi agak random sih di kampus sama temen kantor,angry,0.68
8734,akhir minggu ini seru banget sih di kantor sama temen kantor,happy,0.25
8735,udah sabar tapi masih dibohongin serius tadi pagi sendiri,angry,0.89
8736,akhirnya lolos interview kerja agak random sih di kampus sendiri,happy,0.22
8737,udah sabar tapi masih dibohongin banget pas perjalanan sendiri,angry,0.66
